brand,screen,procesor,RAM,Disk,Graphic Card,Operation System,Price(zł)
HP,"13.3"", 1920 x 1080px, 60Hz",Intel Core i7-1165G7,16,1000 GB SSD,NVIDIA GeForce MX450,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
DELL,"16"", 3072 x 1920px, 60Hz",Intel Core i7-11800H,16,512 GB SSD,Intel UHD Graphics,Windows 11 Home,3.749
LENOVO,"15.6"", 1920 x 1080px, 165Hz",AMD Ryzen 7 5800H,16,512 GB SSD,NVIDIA GeForce RTX 3070,Brak,
DELL,"15.6"", 1920 x 1080px, 165Hz",Intel Core i7-11800H,16,512 GB SSD,NVIDIA GeForce RTX 3060,Windows 11 Home,8.499
HP,"16.1"", 2560 x 1440px, 165Hz",AMD Ryzen 7 5800H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),5.799
ACER,"15.6"", 1920 x 1080px, 360Hz",Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),4.999
LENOVO,"17.3"", 1600 x 900px, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,Brak,
ASUS,"15.6"", 3840 x 2160px, 120Hz",AMD Ryzen 9 5980HX,32,1000 GB SSD,NVIDIA GeForce RTX 3080,Windows 10 Professional (możliwość darmowej aktualizacji do Windows 11),
LENOVO,"17.3"", 1920 x 1080px, 144Hz",AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce RTX 3060,Brak,
DELL,"15.6"", 1920 x 1080px",Intel Core i5-10300H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
HUAWEI,"13"", 2160 x 1440px",AMD Ryzen 5 3500U,8,512 GB SSD,AMD Radeon Vega 8,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
ASUS,"17.3"", 1920 x 1080px, 144Hz",Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i5-10300H,8,512 GB SSD,NVIDIA GeForce GTX 1650 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
APPLE,"16.2"", 3456 x 2234px, 120Hz",Apple M1 Pro,16,1000 GB SSD,Apple M1 Pro (16 rdzeni),macOS Monterey,7.799
MSI,"17.3"", 1920 x 1080px, 360Hz",Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3070 Ti,Windows 11 Home,3.999
MICROSOFT,"12.3"", 2736 x 1824px, Dotykowy",Intel Core i5-8250U,8,128 GB SSD,Intel UHD Graphics 620,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.699
MICROSOFT,"10"", 1800 x 1200px, Dotykowy",Intel Pentium Gold 4415Y,4,64 GB Flash,Intel HD Graphics 615,Windows 10 S (możliwość darmowej aktualizacji do Windows 11),1.559
ASUS,"13.3"", 1920 x 1080px, 60Hz",Intel Core i7-1165G7,32,1000 GB SSD,Intel Iris Xe Graphics,Windows 10 Home,12.299
HP,"17.3"", 1920 x 1080px, 60Hz",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),4.399
ACER,"15.6"", 1920 x 1080px",AMD Athlon Silver 3050U,4,128 GB SSD,AMD Radeon Graphics,Windows 10 S (możliwość darmowej aktualizacji do Windows 11),1.699
ACER,"17.3"", 1920 x 1080px, 120Hz",Intel Core i5-10300H,8,512 GB SSD,NVIDIA GeForce GTX 1650 Ti,Brak,4.599
DELL,"14"", 1920 x 1080px, 60Hz",Intel Core i5-10310U,8,512 GB SSD,Intel UHD Graphics 620,Windows 10 Professional (możliwość darmowej aktualizacji do Windows 11),3.899
ACER,"14"", 1920 x 1080px",AMD Ryzen 5 4500U,8,512 GB SSD,AMD Radeon Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
DELL,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-8300H,8,1000 GB HDD + 128 GB SSD,NVIDIA GeForce GTX 1050,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),6.299
MICROSOFT,"12.3"", 2736 x 1824px, Dotykowy",Intel Core i5-8250U,8,128 GB SSD,Intel UHD Graphics 620,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.689
ASUS,"15.6"", 1920 x 1080px",Intel Core i3-1005G1,4,256 GB SSD,Intel UHD Graphics,Brak,1.599
ACER,"15.6"", 1920 x 1080px",Intel Core i5-1035G1,8,512 GB SSD,Intel UHD Graphics,Windows 10 Professional (możliwość darmowej aktualizacji do Windows 11),2.949
ACER,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),4.159
ACER,"15.6"", 1920 x 1080px",Intel Core i3-1005G1,8,256 GB SSD,Intel UHD Graphics,Brak,2.299
LENOVO,"14.1"", 1920 x 1080px",AMD Ryzen 5 4500U,16,1000 GB SSD,AMD Radeon Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.989
ACER,"14"", 1920 x 1080px",Intel Celeron N4020,4,64 GB Flash,Intel UHD Graphics 600,Windows 10 S (możliwość darmowej aktualizacji do Windows 11),2.149
ACER,"15.6"", 1920 x 1080px",Intel Core i5-1035G1,8,512 GB SSD,Intel UHD Graphics,Brak,2.749
ACER,"15.6"", 1920 x 1080px",Intel Core i3-1005G1,8,256 GB SSD,Intel UHD Graphics 605,Windows 10 Professional (możliwość darmowej aktualizacji do Windows 11),2.499
ASUS,"15.6"", 1920 x 1080px, 144Hz",Intel Core i7-10870H,16,512 GB SSD,NVIDIA GeForce GTX 1650 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),5.399
ASUS,"15.6"", 1920 x 1080px, 144Hz",Intel Core i7-10870H,16,512 GB SSD,NVIDIA GeForce GTX 1650 Ti,Brak,4.999
ASUS,"14"", 1920 x 1080px, Ekran dotykowy, 60Hz",AMD Ryzen 5 4500U,8,512 GB SSD,AMD Radeon Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),2.999
TECHBITE,"11.6"", 1366 x 768px, Ekran dotykowy, 60Hz",Intel Celeron N4000,4,64 GB Flash,Intel UHD Graphics 600,Windows 10 Professional,1.299
ACER,"14"", 1920 x 1080px, 60Hz",Intel Core i7-10750H,16,1000 GB SSD,NVIDIA GeForce GTX 1650 Ti,Windows 10 Professional (możliwość darmowej aktualizacji do Windows 11),7.299
ACER,"15.6"", 1920 x 1080px",Intel Core i3-1005G1,8,512 GB SSD,Intel UHD Graphics,Brak,2.019
DELL,"14"", 1920 x 1080px, 60Hz",Intel Core i5-10210U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional (możliwość darmowej aktualizacji do Windows 11),4.499
LENOVO,"15.6"", 1920 x 1080px, 60Hz",AMD Athlon Silver 3050U,4,128 GB SSD,AMD Radeon Graphics,Brak,1.399
LENOVO,"14"", 1920 x 1080px, 60Hz",Intel Core i7-1065G7,16,512 GB SSD,Intel Iris Plus Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.799
ASUS,"14"", 1920 x 1080px, 60Hz",AMD Ryzen 7 5700U,16,512 GB SSD,AMD Radeon Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),4.899
ACER,"17.3"", 1920 x 1080px, 144Hz",Intel Core i5-10300H,16,512 GB SSD,NVIDIA GeForce RTX 3060,Brak,5.499
HP,"14"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),2.899
ASUS,"15.6"", 1920 x 1080px, 300Hz",AMD Ryzen 9 5900HX,16,1000 GB SSD,NVIDIA GeForce RTX 3080,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),11.099
ASUS,"13.4"", 1920 x 1200px, Ekran dotykowy, 120Hz",AMD Ryzen 9 5900HS,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),7.399
DELL,"14"", 1920 x 1080px, 60Hz",Intel Core i7-1165G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,4.699
LENOVO,"17.3"", 1920 x 1080px, 144Hz",AMD Ryzen 7 5800H,16,1000 GB SSD,NVIDIA GeForce RTX 3070,Windows 10 Home,8.599
LENOVO,"17.3"", 1920 x 1080px, 144Hz",AMD Ryzen 7 5800H,16,512 GB SSD,NVIDIA GeForce RTX 3070,Windows 10 Home,8.299
HP,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 7 4700U,8,512 GB SSD,AMD Radeon Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.699
ASUS,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.599
ACER,"15.6"", 2560 x 1440px, 165Hz",Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3070,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),9.149
ASUS,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,Brak,2.699
LENOVO,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 7 4800H,8,512 GB SSD,NVIDIA GeForce GTX 1650 Ti,Brak,3.799
HP,"14"", 1920 x 1080px, 60Hz",AMD Ryzen 7 4700U,8,512 GB SSD,AMD Radeon Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.499
LENOVO,"15.6"", 1920 x 1080px, 120Hz",AMD Ryzen 7 4800H,8,512 GB SSD,NVIDIA GeForce GTX 1650 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),4.849
DELL,"15.6"", 3456 x 2160px, Ekran dotykowy, 60Hz",Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 11 Professional,13.499
LENOVO,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 5 4600H,8,512 GB SSD,NVIDIA GeForce GTX 1650 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.799
LENOVO,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 3 3250U,8,256 GB SSD,AMD Radeon Graphics,Windows 10 S,2.099
HP,"13.3"", 1920 x 1080px, Ekran dotykowy, 60Hz",AMD Ryzen 5 4500U,8,512 GB SSD,AMD Radeon Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),4.099
LG ELECTRONICS POLSKA SP. Z O.O.,"16"", 2560 x 1600px, 60Hz",Intel Core i7-1165G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),5.699
LENOVO,"14"", 1920 x 1080px, 60Hz",AMD Ryzen 7 4700U,16,512 GB SSD,AMD Radeon Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.949
ASUS,"14"", 2560 x 1440px, 120Hz",AMD Ryzen 9 5900HS,16,512 GB SSD,NVIDIA GeForce RTX 3060,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),6.899
ASUS,"15.6"", 1920 x 1080px, 144Hz",Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),5.099
ACER,"15.6"", 1920 x 1080px, 144Hz",Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 11 Home,4.899
ACER,"14"", 1920 x 1080px, Ekran dotykowy, 60Hz",Intel Celeron N4500,4,256 GB SSD,Intel UHD Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),2.649
ACER,"15.6"", 1920 x 1080px, 144Hz",Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),5.699
DELL,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 7 5700U,16,512 GB SSD,AMD Radeon Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),4.599
ACER,"15.6"", 1920 x 1080px, 300Hz",Intel Core i7-10870H,32,1000 GB SSD,NVIDIA GeForce RTX 3080,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),11.799
DELL,"15.6"", 1920 x 1080px, 60Hz",Intel Core i7-1165G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Professional,4.499
ASUS,"15.6"", 1920 x 1080px, 144Hz",AMD Ryzen 7 4800H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Brak,4.899
ACER,"15.6"", 1920 x 1080px, 144Hz",Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),5.599
LENOVO,"16"", 2560 x 1600px, 165Hz",AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 11 Home,5.299
LENOVO,"14"", 1920 x 1080px, 60Hz",Intel Core i5-1035G1,8,256 GB SSD,Intel UHD Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),2.599
ASUS,"15.6"", 1920 x 1080px, 60Hz",Intel Core i7-11370H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),4.499
HP,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 3 5300U,8,256 GB SSD,AMD Radeon Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),2.599
LENOVO,"17.3"", 1600 x 900px, 60Hz",AMD Ryzen 5 5500U,8,512 GB SSD,AMD Radeon Graphics,Windows 10 Home,2.799
LENOVO,"14"", 1920 x 1080px, Ekran dotykowy, 60Hz",Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),4.699
MSI,"17.3"", 1920 x 1080px, 144Hz",Intel Core i7-11800H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),5.499
ACER,"14"", 1920 x 1080px, 60Hz",Intel Pentium N4200,4,64 GB Flash,Intel UHD Graphics 605,Chrome OS,1.999
LENOVO,"17.3"", 1600 x 900px, 60Hz",Intel Core i3-1115G4,8,256 GB SSD,Intel UHD Graphics,Brak,1.999
LENOVO,"14"", 1920 x 1080px, 60Hz",Intel Core i5-1035G1,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),2.899
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Linux,4.299
ACER,"15.6"", 1920 x 1080px, 144Hz",Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3060,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),5.799
ASUS,"15.6"", 1920 x 1080px, 60Hz",Intel Core i3-1005G1,4,256 GB SSD,Intel UHD Graphics,Windows 11 Home S,1.899
MICROSOFT,"12.3"", 2736 x 1824px, Dotykowy",Intel Core i5-1035G4,8,128 GB SSD,Intel Iris Plus Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.899
HP,"16.1"", 1920 x 1080px, 60Hz",Intel Core i5-10300H,8,512 GB SSD,NVIDIA GeForce GTX 1650 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.799
ASUS,"14"", 2560 x 1440px, 120Hz",AMD Ryzen 7 5800HS,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),4.799
ACER,"15.6"", 1920 x 1080px",AMD Ryzen 5 3550H,8,512 GB SSD,NVIDIA GeForce GTX 1650 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.799
DELL,"14"", 1920 x 1080px",Intel Core i5-1035G1,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),2.799
ACER,"15.6"", 1920 x 1080px",AMD Ryzen 5 4500U,8,512 GB SSD,AMD Radeon Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),2.799
ASUS,"15.6"", 1920 x 1080px, 60Hz",Intel Core i3-1005G1,4,256 GB SSD,Intel UHD Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),1.899
DELL,"14"", 1920 x 1080px, Ekran dotykowy, 60Hz",Intel Core i3-1115G4,4,256 GB SSD,Intel Iris Xe Graphics,Windows 10 S (możliwość darmowej aktualizacji do Windows 11),2.699
LENOVO,"14"", 1920 x 1080px",AMD Ryzen 3 3250U,8,256 GB SSD,AMD Radeon Graphics,Windows 10 S (możliwość darmowej aktualizacji do Windows 11),1.999
HP,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.199
MICROSOFT,"12.45"", 1536 x 1024px, Ekran dotykowy",Intel Core i5-1035G1,8,128 GB SSD,Intel UHD Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),2.999
ACER,"14"", 1920 x 1080px, 60Hz",Intel Celeron N4500,4,128 GB SSD,Intel UHD Graphics,Windows 10 S (możliwość darmowej aktualizacji do Windows 11),1.299
ACER,"15.6"", 1920 x 1080px, 120Hz",Intel Core i5-9300H,16,512 GB SSD,NVIDIA GeForce RTX 2060,Brak,4.37
HP,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.299
ACER,"15.6"", 1920 x 1080px, 144Hz",Intel Core i5-10300H,16,512 GB SSD,NVIDIA GeForce RTX 3060,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),4.599
ACER,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),2.999
HP,"15.6"", 1920 x 1080px",AMD Ryzen 5 3550H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.299
ACER,"15.6"", 1920 x 1080px, 144Hz",AMD Ryzen 5 4600H,8,512 GB SSD,NVIDIA GeForce GTX 1650 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.849
LENOVO,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 3 3250U,4,256 GB SSD,AMD Radeon Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),1.599
HP,"15.6"", 1920 x 1080px, 60Hz",Intel Core i3-1115G4,8,256 GB SSD,Intel UHD Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),2.249
MICROSOFT,"13.5"", 3000 x 2000px, Dotykowy",Intel Core i5-1035G7,8,256 GB SSD,Intel Iris Plus Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),8.249
HUAWEI,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-10210U,8,512 GB SSD,Intel UHD Graphics 620,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),2.699
LENOVO,"15.6"", 1920 x 1080px",AMD Ryzen 5 3500U,8,512 GB SSD,AMD Radeon Vega 8,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),2.199
LENOVO,"15.6"", 1920 x 1080px, 120Hz",AMD Ryzen 7 4800H,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),4.899
DREAMMACHINES,"17.3"", 1920 x 1080px, 144Hz",Intel Core i7-11800H,16,500 GB SSD,NVIDIA GeForce RTX 3050 Ti,Brak,5.229
DREAMMACHINES,"15.6"", 1920 x 1080px, 240Hz",Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,Brak,7.199
DREAMMACHINES,"17.3"", 1920 x 1080px, 144Hz",Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce GTX 1650,Brak,5.399
DREAMMACHINES,"15.6"", 1920 x 1080px, 144Hz",Intel Core i5-11400H,16,1000 GB SSD,NVIDIA GeForce RTX 3050,Brak,4.519
ACER,"14"", 1920 x 1080px, 60Hz",Intel Core i5-8265U,8,512 GB SSD,NVIDIA GeForce MX150,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),2.849
MICROSOFT,"13.5"", 2256 x 1504px, Ekran dotykowy, 60Hz",Intel Core i5-1145G7,16,512 GB SSD,Intel Iris Plus Graphics 950,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),7.599
MICROSOFT,"13.5"", 2256 x 1504px, Ekran dotykowy, 60Hz",Intel Core i5-1145G7,16,512 GB SSD,Intel Iris Plus Graphics 950,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),7.599
MICROSOFT,"12.3"", 2736 x 1824px, Dotykowy",Intel Core i5-1035G4,8,128 GB SSD,Intel Iris Plus Graphics 650,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),4.5
ACER,"15.6"", 1920 x 1080px, 300Hz",Intel Core i7-10750H,16,1000 GB SSD,NVIDIA GeForce RTX 2080 Super,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),9.299
DREAMMACHINES,"15.6"", 1920 x 1080px, 144Hz",Intel Core i5-11400H,16,500 GB SSD,NVIDIA GeForce RTX 3050,Brak,4.319
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i7-10870H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Linux,5.699
DREAMMACHINES,"15.6"", 1920 x 1080px, 144Hz",Intel Core i5-11400H,16,1000 GB SSD,NVIDIA GeForce RTX 3050 Ti,Brak,4.509
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i7-10870H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Linux,5.499
DELL,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Professional,5.199
DREAMMACHINES,"15.6"", 1920 x 1080px, 144Hz",Intel Core i7-10750H,16,1000 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Brak,6.229
HP,"13.3"", 1920 x 1080px, 60Hz",Intel Core i7-1065G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),5.199
MSI,"14"", 1920 x 1080px, Ekran dotykowy, 60Hz",Intel Core i7-1185G7,16,1000 GB SSD,NVIDIA GeForce GTX 1650 Ti Max-Q,Windows 10 Professional (możliwość darmowej aktualizacji do Windows 11),6.599
ASUS,"14"", 1920 x 1080px, 60Hz",AMD Ryzen 7 5700U,16,512 GB SSD,AMD Radeon Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),4.063
HUAWEI,"14.2"", 2520 x 1680px, Ekran dotykowy, 90Hz",Intel Core i5-11300H,16,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),5.999
DELL,"13.4"", 1920 x 1200px, Ekran dotykowy, 60Hz",Intel Core i5-1135G7,8,256 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),7.999
DELL,"15.6"", 1920 x 1080px, 360Hz",Intel Core i7-11800H,16,512 GB SSD,NVIDIA GeForce RTX 3060,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),12.949
ASUS,"15.6"", 2560 x 1440px, 165Hz",AMD Ryzen 7 5800HS,16,1000 GB SSD,NVIDIA GeForce RTX 3060,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),9.199
RAZER,"13.4"", 3840 x 2400px, Ekran dotykowy, 60Hz",Intel Core i7-1165G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),8.299
ASUS,"15.6"", 1920 x 1080px, 144Hz",AMD Ryzen 7 5800HS,16,512 GB SSD,NVIDIA GeForce RTX 3060,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),8.999
DELL,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 5 5500U,8,256 GB SSD,AMD Radeon Graphics,Windows 10 Professional,3.799
ACER,"16"", 2560 x 1600px, 165Hz",Intel Core i7-11800H,32,1000 GB SSD,NVIDIA GeForce RTX 3080,Windows 10 Home,13.999
DELL,"15.6"", 1920 x 1080px, 120Hz",AMD Ryzen 7 5800H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 11 Home,5.299
DELL,"15.6"", 1920 x 1080px, 120Hz",AMD Ryzen 7 5800H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 11 Professional,6.199
LENOVO,"14"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,3.699
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i7-11800H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Linux,5.199
DELL,"13.4"", 1920 x 1200px, Ekran dotykowy, 60Hz",Intel Core i5-1135G7,8,256 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,6.643
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i5-10500H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 11 Professional,4.599
DELL,"13.4"", 1920 x 1200px, 60Hz",Intel Core i5-1135G7,8,256 GB SSD,Intel Iris Xe Graphics,Windows 11 Professional,6.891
HP,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 5 5600U,16,512 GB SSD,AMD Radeon Graphics,Windows 10 Professional,4.199
LENOVO,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,Brak,2.599
MICROSOFT,"13"", 2880 x 1920px, Ekran dotykowy, 60 - 120Hz",Intel Core i7-1185G7,16,256 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,7.699
LENOVO,"14"", 2240 x 1400px, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home,4.449
LENOVO,"14"", 2240 x 1400px, 60Hz",Intel Core i7-1165G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home,4.799
MICROSOFT,"13"", 2880 x 1920px, Ekran dotykowy, 60Hz",Microsoft SQ2,16,256 GB SSD,Adreno 687,Windows 11 Home,6.299
ASUS,"15.6"", 2560 x 1440px, 165Hz",AMD Ryzen 7 6800H,16,1000 GB SSD,NVIDIA GeForce RTX 3070 Ti,Brak,9.899
ASUS,"1920 x 1200px, Ekran dotykowy, 300Hz",AMD Ryzen 7 6800HS,16,512 GB SSD,NVIDIA GeForce RTX 3050,AMD Ryzen 7 6800HS,7.199
ASUS,"13.4"", 1920 x 1200px, Ekran dotykowy, 300Hz",Intel Core i7-12700H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 11 Home,8.299
ASUS,"13.4"", 3840 x 2400px, Ekran dotykowy, 60Hz",Intel Core i9-12900H,16,1000 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 11 Home,16.599
